Source,Season,Production
Wind,Fall,9481
Solar,Spring,4623
Wind,Fall,2632
Wind,Fall,9214
Wind,Winter,9274
Wind,Summer,7907
Wind,Fall,6967
Solar,Summer,8671
Wind,Spring,9142
Wind,Winter,6699
Wind,Spring,5871
Wind,Summer,3047
Wind,Winter,5595
Wind,Fall,2089
Wind,Fall,4420
Wind,Winter,6229
Wind,Summer,2420
Wind,Summer,3688
Solar,Spring,3720
Wind,Winter,7389
Solar,Spring,5326
Wind,Winter,5216
Wind,Spring,11499
Solar,Summer,4811
Solar,Winter,3467
Wind,Summer,1435
Solar,Spring,8327
Wind,Spring,3423
Wind,Summer,2710
Wind,Winter,10034
Wind,Fall,2616
Solar,Spring,9010
Solar,Summer,7443
Wind,Winter,11340
Solar,Summer,7124
Solar,Summer,4905
Solar,Summer,4169
Solar,Fall,2508
Wind,Summer,697
Solar,Summer,3387
Wind,Winter,5793
Wind,Fall,17093
Wind,Spring,8894
Wind,Fall,5133
Wind,Spring,4647
Wind,Summer,12722
Wind,Winter,5523
Wind,Spring,10434
Wind,Winter,12227
Wind,Summer,4772
Wind,Fall,11198
Wind,Winter,5226
Wind,Summer,1864
Wind,Winter,5364
Wind,Spring,3727
Wind,Spring,14015
Wind,Spring,10416
Wind,Winter,12071
Wind,Spring,5823
Solar,Winter,6344
Wind,Winter,2721
Wind,Summer,2460
Wind,Fall,8549
Wind,Spring,1737
Wind,Fall,4204
Wind,Spring,8184
Solar,Spring,1701
Wind,Spring,1146
Solar,Fall,3480
Wind,Spring,7130
Wind,Summer,2336
Wind,Spring,4052
Wind,Winter,2472
Solar,Summer,5111
Wind,Fall,1552
Wind,Spring,4590
Wind,Spring,6587
Wind,Spring,2412
Wind,Fall,2581
Solar,Summer,8765
Solar,Spring,5337
Wind,Fall,1709
Wind,Winter,5360
Solar,Spring,2595
Wind,Fall,2750
Wind,Spring,2963
Wind,Winter,1216
Wind,Summer,2454
Wind,Fall,14785
Wind,Winter,2207
Wind,Summer,3499
Wind,Spring,8694
Wind,Winter,10315
Wind,Fall,9018
Wind,Spring,6161
Solar,Winter,2655
Wind,Winter,18534
Wind,Winter,9041
Wind,Summer,8004
Solar,Summer,4434
Wind,Summer,2381
Solar,Summer,8460
Wind,Fall,11679
Wind,Summer,11633
Solar,Summer,5746
Wind,Spring,6782
Solar,Spring,12591
Wind,Fall,3138
Wind,Fall,6343
Wind,Summer,20359
Wind,Spring,6358
Wind,Winter,1322
Wind,Fall,1250
Wind,Winter,2756
Wind,Winter,5374
Solar,Spring,5920
Wind,Summer,3168
Wind,Summer,8716
Wind,Spring,7126
Wind,Spring,8130
Wind,Spring,2920
Wind,Spring,8065
Wind,Fall,3175
Solar,Spring,10667
Wind,Spring,596
Solar,Summer,6939
Solar,Spring,2595
Solar,Spring,7715
Solar,Spring,4021
Wind,Spring,1319
Wind,Spring,1022
Solar,Summer,9207
Wind,Fall,6817
Solar,Spring,1714
Wind,Summer,3211
Wind,Summer,5940
Wind,Summer,5677
Wind,Summer,3270
Wind,Fall,9185
Solar,Winter,7521
Wind,Fall,2796
Wind,Winter,9763
Solar,Summer,5797
Wind,Spring,3591
Wind,Fall,6954
Wind,Winter,15601
Wind,Spring,7754
Wind,Spring,5574
Wind,Winter,3966
Wind,Summer,1238
Solar,Spring,4803
Wind,Fall,8052
Wind,Spring,2029
Wind,Winter,2245
Wind,Winter,9792
Wind,Winter,2010
Wind,Winter,3827
Solar,Summer,11681
Wind,Spring,3884
Solar,Summer,6557
Wind,Winter,2798
Wind,Fall,8628
Solar,Spring,2455
Solar,Spring,4347
Solar,Summer,5828
Wind,Winter,10238
Wind,Winter,12122
Solar,Fall,4893
Wind,Summer,2572
Solar,Fall,4951
Wind,Spring,10827
Wind,Fall,889
Wind,Summer,4242
Wind,Winter,15880
Wind,Winter,3703
Wind,Spring,13143
Solar,Spring,6405
Wind,Fall,15222
Wind,Spring,4865
Wind,Winter,4598
Solar,Summer,3379
Wind,Spring,12628
Wind,Fall,1945
Wind,Summer,1089
Wind,Spring,15030
Wind,Summer,1649
Wind,Winter,8611
Wind,Winter,9395
Solar,Summer,8565
Wind,Spring,2131
Wind,Summer,1717
Wind,Summer,9475
Solar,Spring,6107
Wind,Winter,14450
Wind,Spring,5871
Wind,Fall,17146
Wind,Fall,18105
Wind,Fall,2659
Wind,Winter,1589
Wind,Winter,12177
Wind,Winter,638
Wind,Spring,6840
Wind,Spring,978
Wind,Winter,4427
Wind,Spring,3512
Wind,Winter,16435
Solar,Spring,7096
Wind,Fall,6882
Solar,Spring,7478
Wind,Winter,7591
Wind,Winter,3644
Wind,Winter,3022
Wind,Fall,6768
Wind,Fall,1997
Wind,Spring,1796
Wind,Summer,1586
Wind,Spring,12606
Wind,Summer,5103
Wind,Summer,4118
Wind,Winter,13158
Wind,Winter,3430
Wind,Summer,4639
Wind,Spring,8947
Wind,Summer,4554
Wind,Summer,14188
Wind,Winter,1157
Wind,Spring,3636
Wind,Fall,4387
Solar,Fall,4917
Wind,Spring,9223
Wind,Winter,14624
Wind,Summer,1034
Wind,Fall,12997
Wind,Fall,10003
Solar,Spring,5897
Wind,Winter,2779
Solar,Summer,5429
Wind,Summer,1543
Wind,Summer,1515
Wind,Fall,2281
Wind,Spring,2419
Wind,Fall,2332
Wind,Summer,3592
Solar,Fall,8664
Wind,Summer,3887
Wind,Spring,4931
Wind,Spring,8756
Wind,Spring,5580
Wind,Fall,7164
Wind,Summer,3335
Wind,Fall,3657
Solar,Fall,7678
Wind,Spring,3046
Wind,Spring,10771
Wind,Summer,4685
Wind,Fall,5612
Wind,Winter,4218
Wind,Fall,3606
Wind,Winter,12425
Wind,Winter,9180
Solar,Fall,4668
Wind,Fall,9715
Wind,Spring,5832
Wind,Winter,7265
Wind,Summer,1551
Solar,Spring,4782
Wind,Spring,6382
Wind,Summer,5549
Solar,Winter,3695
Solar,Summer,8567
Wind,Winter,11612
Solar,Spring,5436
Wind,Fall,10772
Wind,Winter,3318
Wind,Spring,3668
Solar,Spring,3617
Wind,Fall,5673
Wind,Fall,10362
Wind,Spring,7939
Solar,Summer,5079
Solar,Summer,3763
Wind,Summer,5109
Wind,Spring,5257
Wind,Fall,884
Wind,Fall,8074
Wind,Fall,12923
Wind,Fall,5240
Wind,Fall,5285
Solar,Summer,6725
Wind,Spring,5822
Solar,Summer,8839
Wind,Fall,1848
Wind,Fall,2645
Wind,Summer,1623
Wind,Winter,7536
Wind,Summer,1077
Solar,Summer,8581
Wind,Winter,891
Solar,Spring,5631
Wind,Spring,4743
Wind,Winter,7966
Wind,Spring,3079
Wind,Spring,5041
Wind,Summer,1612
Wind,Summer,1343
Wind,Spring,2747
Wind,Spring,1939
Wind,Summer,5296
Solar,Fall,5151
Wind,Fall,3247
Wind,Winter,7250
Wind,Fall,8891
Wind,Spring,3606
Wind,Summer,8491
Wind,Fall,2909
Wind,Winter,7854
Wind,Fall,4771
Wind,Summer,7487
Wind,Summer,5582
Wind,Spring,3115
Wind,Winter,8402
Wind,Fall,6863
Wind,Spring,1051
Wind,Winter,4624
Wind,Spring,4550
Wind,Fall,5880
Wind,Spring,7259
Wind,Spring,14993
Wind,Summer,9243
Solar,Fall,3198
Wind,Summer,2200
Wind,Summer,3802
Wind,Winter,7256
Wind,Winter,8212
Solar,Summer,7445
Wind,Winter,4032
Wind,Winter,6295
Wind,Spring,1985
Wind,Fall,1712
Wind,Spring,5970
Wind,Fall,3125
Solar,Summer,10162
Wind,Spring,6008
Solar,Summer,4032
Wind,Fall,3933
Solar,Spring,3264
Wind,Summer,4148
Wind,Summer,1528
Solar,Summer,7198
Solar,Fall,4648
Wind,Spring,4519
Wind,Summer,1888
Wind,Fall,12523
Wind,Fall,19513
Wind,Winter,9136
Wind,Spring,13180
Wind,Fall,5765
Wind,Winter,4269
Wind,Spring,10081
Wind,Winter,8459
Wind,Spring,6268
Solar,Spring,5419
Wind,Spring,3141
Wind,Winter,9390
Wind,Fall,2893
Wind,Winter,4916
Solar,Summer,4090
Wind,Fall,10123
Wind,Summer,1564
Wind,Winter,1533
Wind,Spring,7115
Solar,Spring,4444
Solar,Fall,5039
Wind,Summer,1609
Solar,Summer,5556
Wind,Winter,4213
Wind,Winter,2895
Wind,Winter,16688
Wind,Fall,7022
Wind,Summer,6690
Wind,Winter,2824
Wind,Summer,11030
Wind,Winter,17248
Wind,Spring,3644
Solar,Summer,12289
Wind,Spring,11290
Wind,Spring,15437
Wind,Fall,1771
Wind,Spring,13805
Wind,Fall,4071
Wind,Fall,7333
Wind,Summer,4199
Wind,Winter,8096
Wind,Fall,6874
Wind,Summer,1493
Wind,Fall,3966
Wind,Summer,7412
Wind,Winter,1527
Wind,Spring,2921
Wind,Winter,5298
Wind,Spring,11018
Wind,Winter,915
Wind,Summer,3013
Wind,Winter,4120
Wind,Winter,3538
Wind,Spring,7067
Wind,Spring,5787
Wind,Fall,11000
Solar,Summer,7133
Wind,Fall,2764
Wind,Fall,13678
Wind,Spring,12722
Solar,Fall,4740
Wind,Summer,1806
Wind,Fall,8818
Solar,Summer,633
Wind,Summer,7043
Wind,Winter,5875
Wind,Winter,9123
Wind,Winter,4432
Solar,Fall,6983
Wind,Summer,4100
Solar,Summer,12811
Solar,Spring,2799
Wind,Spring,6613
Wind,Summer,1500
Wind,Spring,6130
Wind,Spring,5050
Wind,Spring,12431
Wind,Spring,1715
Wind,Summer,2581
Wind,Winter,3683
Wind,Summer,4270
Wind,Spring,3256
Wind,Spring,4169
Wind,Winter,1709
Solar,Summer,6420
Wind,Spring,3471
Wind,Spring,1256
Wind,Winter,14323
Wind,Spring,9329
Wind,Spring,3754
Wind,Fall,3051
Wind,Fall,3328
Wind,Fall,11975
Solar,Spring,6702
Wind,Winter,3973
Wind,Winter,2542
Wind,Winter,5860
Wind,Spring,6097
Wind,Winter,5489
Wind,Fall,1224
Wind,Fall,5710
Wind,Fall,15448
Wind,Spring,6239
Wind,Winter,7758
Wind,Spring,7990
Solar,Fall,3027
Solar,Fall,4473
Wind,Winter,4551
Solar,Fall,1635
Wind,Spring,8976
Wind,Fall,8188
Wind,Fall,6818
Wind,Spring,5777
Wind,Winter,2632
Solar,Spring,8531
Wind,Winter,12985
Wind,Winter,12160
Wind,Winter,13497
Wind,Winter,5234
Wind,Winter,10365
Wind,Spring,3298
Wind,Summer,4473
Wind,Winter,2915
Wind,Fall,11582
Wind,Winter,2370
Wind,Fall,5105
Solar,Summer,6402
Solar,Fall,4153
Wind,Winter,1127
Wind,Summer,6959
Wind,Winter,1323
Wind,Spring,5256
Wind,Summer,2890
Wind,Summer,1468
Wind,Winter,10225
Wind,Winter,10944
Wind,Summer,5222
Wind,Spring,725
Wind,Fall,3166
Wind,Summer,1496
Wind,Winter,6816
Wind,Fall,7138
Wind,Summer,1600
Wind,Spring,5565
Solar,Summer,9088
Wind,Fall,15770
Solar,Spring,5528
Wind,Fall,15300
Wind,Summer,10752
Solar,Summer,3859
Wind,Winter,1112
Wind,Fall,2797
Wind,Fall,5515
Wind,Fall,3659
Wind,Fall,3567
Wind,Winter,1902
Wind,Summer,1061
Wind,Fall,2376
Wind,Winter,6144
Wind,Winter,14675
Wind,Fall,4226
Wind,Summer,2893
Wind,Fall,1393
Solar,Summer,11478
Solar,Summer,6307
Wind,Fall,2190
Solar,Spring,7167
Wind,Summer,1826
Solar,Summer,4970
Wind,Winter,17264
Solar,Winter,7084
Wind,Summer,3103
Wind,Fall,11879
Wind,Spring,15820
Wind,Fall,5366
Wind,Fall,12524
Solar,Fall,3338
Wind,Winter,8495
Solar,Fall,7371
Solar,Summer,5193
Wind,Fall,16757
Wind,Spring,2964
Wind,Fall,3536
Wind,Spring,11549
Wind,Spring,12791
Solar,Spring,6063
Wind,Summer,3324
Wind,Summer,1272
Wind,Summer,2460
Wind,Winter,5102
Wind,Winter,18975
Solar,Spring,9340
Solar,Summer,4498
Wind,Summer,5123
Solar,Summer,9855
Solar,Summer,8375
Solar,Fall,8318
Wind,Spring,2105
Wind,Spring,4490
Wind,Summer,7535
Solar,Fall,5069
Solar,Fall,3616
Wind,Fall,10465
Wind,Spring,10914
Wind,Summer,6964
Wind,Spring,894
Wind,Summer,1875
Solar,Fall,5531
Wind,Winter,15160
Wind,Spring,4539
Wind,Winter,7047
Wind,Winter,3347
Solar,Fall,6957
Wind,Spring,4859
Wind,Spring,5649
Wind,Fall,4432
Wind,Winter,8531
Wind,Spring,10139
Wind,Fall,2789
Wind,Summer,4006
Wind,Fall,6023
Wind,Summer,3009
Wind,Fall,2152
Wind,Spring,2064
Wind,Summer,1397
Wind,Winter,1410
Solar,Summer,8796
Solar,Spring,10688
Solar,Summer,10231
Wind,Spring,2130
Wind,Fall,5120
Wind,Summer,14450
Wind,Summer,2348
Wind,Winter,3444
Wind,Winter,10092
Solar,Summer,4665
Wind,Summer,1182
Solar,Spring,6246
Wind,Fall,12149
Wind,Winter,9755
Wind,Winter,12571
Wind,Winter,9967
Wind,Winter,9685
Wind,Winter,3904
Solar,Summer,5588
Wind,Spring,1371
Wind,Winter,6602
Wind,Spring,10690
Solar,Summer,6490
Wind,Fall,5140
Wind,Spring,4251
Solar,Winter,3639
Wind,Spring,4344
Wind,Summer,8993
Solar,Spring,3799
Wind,Spring,5913
Wind,Winter,11643
Solar,Fall,5852
Wind,Spring,6218
Solar,Winter,6325
Wind,Summer,1057
Wind,Summer,9306
Wind,Winter,13480
Wind,Spring,7481
Wind,Summer,1478
Wind,Summer,3542
Wind,Spring,2177
Wind,Summer,3405
Wind,Summer,2105
Solar,Spring,7615
Wind,Winter,5975
Solar,Summer,4540
Wind,Summer,1596
Wind,Spring,17377
Wind,Summer,4873
Wind,Winter,4641
Wind,Spring,6629
Wind,Winter,7511
Wind,Fall,15434
Wind,Winter,3104
Wind,Spring,1900
Wind,Winter,3556
Wind,Fall,2872
Wind,Spring,6712
Solar,Summer,5911
Solar,Fall,1495
Wind,Fall,12650
Wind,Fall,7897
Wind,Spring,5774
Wind,Fall,6907
Wind,Fall,8506
Wind,Fall,6703
Wind,Spring,8261
Wind,Summer,2522
Wind,Winter,6542
Solar,Summer,4697
Wind,Summer,3666
Wind,Summer,1927
Solar,Spring,7694
Wind,Winter,487
Solar,Spring,5922
Solar,Summer,4295
Wind,Summer,778
Wind,Summer,4644
Wind,Summer,9861
Solar,Summer,6834
Wind,Summer,883
Wind,Fall,9135
Wind,Spring,10853
Wind,Fall,1733
Wind,Fall,10998
Solar,Fall,6131
Wind,Summer,1845
Wind,Spring,10835
Wind,Spring,3145
Wind,Summer,956
Wind,Summer,10880
Wind,Winter,8720
Wind,Spring,1907
Wind,Summer,5369
Wind,Summer,5374
Wind,Fall,2196
Wind,Fall,11616
Solar,Fall,4384
Wind,Winter,5452
Wind,Spring,3497
Solar,Spring,5446
Wind,Spring,10262
Wind,Summer,4379
Wind,Fall,2597
Wind,Fall,5351
Solar,Winter,3129
Wind,Spring,9489
Solar,Fall,5808
Wind,Winter,10052
Wind,Spring,1788
Wind,Spring,5769
Wind,Spring,8150
Wind,Spring,13965
Wind,Spring,8242
Wind,Winter,15999
Wind,Spring,6477
Wind,Spring,3806
Solar,Fall,7954
Wind,Spring,7417
Wind,Winter,2111
Wind,Winter,6240
Wind,Spring,3542
Wind,Fall,7495
Wind,Fall,5807
Wind,Winter,12892
Wind,Spring,12543
Wind,Winter,6733
Solar,Fall,6102
Wind,Fall,1464
Wind,Winter,14493
Wind,Spring,6520
Wind,Spring,7162
Wind,Summer,9995
Wind,Fall,16325
Wind,Fall,6061
Wind,Spring,1521
Wind,Winter,3054
Wind,Summer,1611
Wind,Winter,4051
Wind,Winter,6687
Solar,Spring,4055
Wind,Summer,8549
Wind,Fall,3718
Solar,Fall,4437
Wind,Fall,2030
Solar,Summer,9554
Solar,Fall,3942
Wind,Spring,5307
Solar,Spring,6346
Wind,Fall,4935
Wind,Fall,5919
Wind,Spring,2993
Solar,Winter,4315
Solar,Summer,2477
Wind,Winter,1998
Wind,Summer,8678
Wind,Spring,1206
Wind,Spring,1228
Wind,Spring,2951
Wind,Winter,8670
Solar,Summer,5625
Wind,Spring,7713
Wind,Fall,7629
Wind,Fall,7387
Wind,Fall,2482
Wind,Winter,10324
Wind,Winter,5469
Wind,Fall,5147
Wind,Spring,6931
Wind,Spring,13439
Wind,Spring,712
Solar,Summer,5042
Wind,Fall,4539
Solar,Fall,3732
Wind,Fall,8994
Wind,Summer,5602
Wind,Fall,14148
Wind,Winter,2263
Wind,Spring,1900
Wind,Fall,2836
Wind,Spring,5334
Wind,Fall,3466
Solar,Summer,8328
Wind,Fall,1546
Wind,Spring,8075
Wind,Winter,13396
Solar,Spring,4291
Solar,Fall,5818
Wind,Summer,1867
Wind,Fall,1223
Solar,Summer,6713
Wind,Summer,2400
Wind,Spring,6557
Wind,Summer,6081
Wind,Fall,1792
Wind,Spring,9690
Wind,Spring,1434
Wind,Spring,6528
Solar,Summer,8983
Wind,Fall,5346
Wind,Winter,5384
Solar,Spring,5961
Wind,Summer,2404
Wind,Winter,3330
Wind,Summer,936
Wind,Fall,4769
Solar,Summer,3938
Wind,Summer,3488
Wind,Winter,1298
Wind,Fall,4267
Solar,Spring,5220
Wind,Fall,2449
Wind,Winter,13745
Wind,Summer,5018
Wind,Winter,5399
Wind,Spring,4916
Wind,Winter,1605
Solar,Summer,6235
Solar,Fall,4930
Wind,Spring,3791
Wind,Fall,13285
Wind,Fall,12593
Solar,Summer,6471
Wind,Fall,2419
Wind,Spring,4118
Solar,Spring,8174
Wind,Fall,1168
Wind,Summer,2319
Solar,Summer,4684
Wind,Fall,2465
Wind,Spring,8852
Wind,Fall,2697
Wind,Summer,8639
Wind,Summer,9681
Wind,Summer,1918
Wind,Summer,8881
Wind,Spring,906
Wind,Spring,7041
Wind,Spring,2521
Wind,Winter,3696
Solar,Spring,5659
Wind,Winter,9297
Wind,Summer,1340
Wind,Winter,8067
Wind,Winter,2161
Wind,Summer,2355
Wind,Summer,1053
Wind,Winter,11258
Wind,Winter,9275
Wind,Winter,1854
Wind,Spring,6724
Solar,Summer,4183
Wind,Winter,20500
Wind,Spring,12926
Wind,Spring,713
Wind,Summer,5251
Wind,Fall,11739
Wind,Summer,930
Wind,Winter,14468
Wind,Winter,15550
Wind,Spring,3309
Wind,Fall,805
Wind,Fall,12163
Wind,Fall,3659
Wind,Winter,10200
Wind,Fall,12874
Wind,Winter,18114
Wind,Winter,17307
Wind,Summer,3747
Wind,Summer,1750
Wind,Summer,2191
Wind,Spring,21172
Wind,Winter,7199
Wind,Spring,1675
Solar,Fall,7784
Wind,Summer,2231
Wind,Spring,556
Wind,Spring,13751
Wind,Winter,2590
Wind,Spring,975
Wind,Spring,8827
Solar,Fall,9787
Wind,Winter,6095
Wind,Summer,2629
Solar,Spring,6365
Wind,Fall,17724
Wind,Summer,4438
Solar,Spring,4347
Solar,Fall,2461
Wind,Spring,6309
Wind,Fall,2749
Wind,Spring,6040
Wind,Winter,1036
Wind,Fall,4109
Wind,Summer,5175
Solar,Summer,4821
Wind,Summer,5209
Solar,Spring,5622
Wind,Spring,1746
Wind,Spring,514
Solar,Spring,5162
Wind,Winter,2352
Wind,Fall,7116
Wind,Spring,1685
Wind,Summer,3653
Wind,Summer,5029
Solar,Summer,6767
Solar,Fall,8323
Wind,Spring,8926
Wind,Spring,1493
Solar,Fall,5271
Wind,Winter,16407
Wind,Spring,2038
Wind,Fall,1986
Wind,Fall,245
Wind,Winter,7659
Wind,Fall,15164
Solar,Spring,5853
Wind,Winter,9137
Wind,Summer,4826
Wind,Winter,13562
Wind,Summer,525
Wind,Winter,10647
Wind,Fall,4408
Wind,Fall,4332
Wind,Fall,525
Wind,Fall,10208
Wind,Summer,4074
Wind,Spring,4334
Wind,Summer,12352
Solar,Spring,13676
Wind,Summer,4955
Wind,Winter,5379
Solar,Winter,2654
Wind,Spring,7661
Wind,Fall,16187
Wind,Summer,3276
Solar,Winter,5164
Solar,Spring,6419
Wind,Fall,5871
Wind,Fall,1752
Wind,Summer,5316
Wind,Winter,16307
Wind,Spring,5469
Wind,Spring,7493
Wind,Fall,2772
Solar,Fall,1324
Wind,Fall,477
Wind,Winter,7168
Wind,Fall,2844
Wind,Summer,4430
Wind,Summer,708
Solar,Summer,4215
Wind,Winter,5884
Wind,Spring,12156
Wind,Winter,9342
Wind,Winter,2614
Wind,Winter,7478
Wind,Fall,1560
Wind,Spring,8017
Wind,Summer,3276
Wind,Fall,3479
Wind,Spring,5476
Wind,Winter,3375
Solar,Fall,5374
Wind,Fall,9221
Solar,Winter,3477
Wind,Spring,6864
Wind,Fall,7522
Wind,Fall,3013
Solar,Spring,3420
Wind,Winter,1455
Wind,Fall,3796
Wind,Fall,1212
Wind,Winter,4810
Wind,Spring,6806
Solar,Fall,5685
Wind,Fall,18274
Wind,Fall,6191
Wind,Winter,1923
Wind,Spring,6296
Wind,Spring,6102
Wind,Winter,13925
Solar,Spring,6760
Solar,Spring,5569
Wind,Winter,8388
Wind,Summer,3562
Wind,Spring,5745
Wind,Summer,4739
Wind,Summer,9494
Wind,Summer,2524
Wind,Winter,2268
Wind,Summer,16980
Wind,Spring,4509
Wind,Fall,2891
Solar,Spring,8284
Solar,Winter,9622
Wind,Spring,2417
Solar,Summer,6985
Wind,Fall,1459
Wind,Winter,1663
Wind,Summer,6989
Wind,Spring,12588
Wind,Fall,17019
Wind,Summer,2387
Solar,Summer,3071
Wind,Spring,3028
Wind,Spring,3736
Solar,Spring,2497
Wind,Spring,15488
Solar,Winter,6265
Wind,Winter,8656
Wind,Summer,2381
Wind,Summer,3757
Wind,Winter,3406
Wind,Summer,10162
Solar,Summer,5674
Wind,Spring,6801
Wind,Fall,6028
Wind,Spring,20075
Solar,Summer,8025
Wind,Summer,9387
Solar,Spring,4140
Wind,Winter,8496
Wind,Spring,6290
Wind,Summer,7231
Wind,Summer,3633
Wind,Winter,11792
Solar,Summer,6607
Solar,Summer,4827
Wind,Summer,8959
Wind,Summer,6809
Wind,Fall,3579
Wind,Summer,3284
Wind,Spring,10855
Wind,Winter,7362
Wind,Summer,4620
Wind,Spring,13322
Wind,Winter,1969
Wind,Fall,5286
Wind,Fall,4754
Wind,Summer,14071
Wind,Fall,1821
Solar,Fall,10679
Wind,Summer,8845
Wind,Summer,4974
Wind,Winter,8837
Wind,Winter,7330
Wind,Spring,7881
Wind,Fall,1624
Solar,Summer,4410
Solar,Summer,3384
Wind,Summer,10394
Wind,Fall,2532
Wind,Fall,1024
Solar,Spring,5976
Wind,Spring,5982
Wind,Fall,3405
Wind,Winter,6570
Wind,Spring,2248
Wind,Spring,5856
Wind,Fall,2564
Wind,Summer,3766
Wind,Fall,5700
Wind,Winter,2603
Wind,Fall,513
Wind,Winter,9834
Wind,Fall,9314
Wind,Summer,3918
Wind,Summer,1458
Solar,Summer,6090
Solar,Winter,6198
Solar,Summer,6839
Wind,Winter,11855
Wind,Winter,8380
Wind,Fall,2418
Wind,Summer,4084
Wind,Winter,6861
Solar,Summer,3337
Solar,Summer,3236
Solar,Fall,6674
Wind,Winter,12337
Solar,Summer,4836
Wind,Summer,2350
Wind,Summer,3281
Wind,Fall,2375
Wind,Winter,3323
Wind,Fall,15849
Wind,Spring,2097
Wind,Spring,2983
Solar,Fall,3747
Wind,Spring,9807
Wind,Winter,7888
Wind,Winter,3977
Wind,Spring,3827
Wind,Spring,6116
Wind,Summer,3652
Wind,Summer,3199
Wind,Summer,4482
Wind,Spring,4090
Wind,Fall,1101
Wind,Spring,1160
Solar,Spring,6833
Wind,Winter,2764
Wind,Winter,5295
Wind,Spring,8059
Wind,Fall,764
Wind,Spring,7492
Wind,Summer,4224
Wind,Spring,5774
Wind,Spring,3276
Solar,Summer,6726
Solar,Summer,6767
Solar,Summer,4993
Wind,Winter,1073
Wind,Fall,2745
Wind,Summer,2934
Wind,Winter,3066
Wind,Fall,5438
Solar,Spring,4537
Wind,Fall,6522
Wind,Summer,3250
Wind,Summer,1348
Wind,Spring,14023
Wind,Fall,6683
Wind,Spring,7316
Wind,Fall,2116
Wind,Fall,4684
Wind,Fall,10876
Wind,Spring,13614
Wind,Fall,5127
Wind,Fall,6877
Wind,Winter,8444
Wind,Fall,7788
Wind,Winter,7616
Solar,Summer,5531
Wind,Fall,2088
Solar,Summer,10259
Wind,Winter,14791
Wind,Spring,1510
Wind,Fall,1636
Wind,Fall,2090
Wind,Spring,4946
Wind,Spring,15758
Wind,Spring,4408
Wind,Fall,1419
Wind,Summer,2696
Wind,Summer,14264
Wind,Spring,6277
Wind,Fall,6012
Wind,Fall,3142
Wind,Summer,4161
Wind,Winter,2577
Solar,Spring,5002
Solar,Summer,6321
Wind,Summer,5239
Wind,Spring,5437
Wind,Winter,1242
Wind,Winter,6484
Wind,Fall,3250
Wind,Fall,11720
Wind,Spring,10265
Wind,Fall,10591
Wind,Spring,9593
Wind,Spring,4611
Wind,Summer,5596
Wind,Winter,11283
Wind,Winter,6767
Wind,Summer,7440
Wind,Spring,657
Wind,Summer,7459
Wind,Winter,13912
Solar,Spring,5597
Wind,Fall,4034
Wind,Fall,12969
Wind,Spring,7181
Wind,Winter,8326
Wind,Spring,4506
Wind,Fall,3252
Wind,Fall,2791
Wind,Spring,8251
Solar,Summer,7037
Wind,Spring,2314
Wind,Fall,7836
Wind,Fall,1755
Wind,Spring,4587
Wind,Winter,6618
Wind,Fall,522
Wind,Fall,733
Wind,Spring,3925
Wind,Winter,2984
Solar,Summer,5462
Wind,Summer,3680
Wind,Spring,4076
Wind,Fall,9801
Wind,Summer,2155
Wind,Summer,3722
Wind,Fall,12917
Solar,Fall,4975
Wind,Spring,4799
Wind,Summer,9072
Wind,Summer,2111
Wind,Winter,6019
Wind,Spring,5054
Wind,Fall,7426
Wind,Spring,4783
Wind,Fall,2662
Wind,Summer,3600
Wind,Summer,2502
Wind,Spring,6916
Wind,Winter,4008
Wind,Spring,12263
Wind,Fall,1317
Wind,Spring,6082
Wind,Fall,5325
Wind,Fall,6278
Solar,Spring,5775
Wind,Fall,3106
Wind,Summer,1640
Wind,Spring,8105
Wind,Summer,4330
Solar,Fall,3345
Wind,Summer,8102
Wind,Spring,9129
Wind,Fall,4898
Wind,Spring,3137
Wind,Winter,1861
Wind,Winter,15556
Wind,Winter,4394
Wind,Fall,10818
Solar,Spring,2973
Wind,Winter,2929
Wind,Fall,2822
Wind,Fall,3769
Wind,Winter,5277
Wind,Summer,10878
Wind,Summer,4862
Wind,Winter,15764
Solar,Summer,7019
Wind,Winter,3155
Wind,Fall,9100
Wind,Winter,910
Wind,Fall,13739
Wind,Summer,4974
Wind,Fall,5467
Solar,Summer,9539
Solar,Fall,3777
Wind,Winter,14254
Wind,Fall,1783
Wind,Winter,7886
Wind,Spring,5074
Wind,Fall,5536
Wind,Summer,2420
Wind,Fall,5590
Wind,Fall,6346
Wind,Winter,11924
Wind,Spring,7995
Wind,Summer,5624
Solar,Summer,5001
Wind,Summer,2828
Wind,Spring,5721
Wind,Summer,2901
Solar,Summer,4468
Solar,Summer,3518
Wind,Fall,10652
Solar,Spring,2387
Wind,Spring,7457
Wind,Spring,8373
Wind,Winter,5548
Solar,Summer,6197
Solar,Summer,6043
Wind,Winter,14825
Wind,Winter,8808
